ticker	filename	sha256	bytes	source_relpath
ABB	2026-02-23_abb-half-year-results-investor-presentation_c74704c1-3813-45ec-9c4d-9d5b9bc685aa.pdf	a0e1cb0c6abcf2d3ff64be8f707e4b950f8c6c78bc3c8da39ee6b9fab41c454c	2241910	ABB/2026-02-23_abb-half-year-results-investor-presentation_c74704c1-3813-45ec-9c4d-9d5b9bc685aa.pdf
ABB	2026-02-23_abb-half-year-results_faf00457-f546-47ae-aef4-e4cfb91782a1.pdf	d74ec39c3e63a724a21e48bc109590d73d424ca71f24afbdffceb6a0cf7a3798	657357	ABB/2026-02-23_abb-half-year-results_faf00457-f546-47ae-aef4-e4cfb91782a1.pdf
ABB	2026-02-23_appendix-4d-and-interim-financial-report_daf7cd72-a30a-44d6-8cfd-bd9cc85ed659.pdf	46449fe23862852acba1748d139d1cdf517e062dbb32e93afe4e30e5d8013a4a	1096717	ABB/2026-02-23_appendix-4d-and-interim-financial-report_daf7cd72-a30a-44d6-8cfd-bd9cc85ed659.pdf
ABE	2022-02-28_half-yearly-report-and-accounts_181b6dd7-43ae-444b-a31e-464b361b8484.pdf	945896dcfa6d5636c7af116b74eba6eab13ea1e9579ddf36824256ebf66f73d4	2635027	ABE/2022-02-28_half-yearly-report-and-accounts_181b6dd7-43ae-444b-a31e-464b361b8484.pdf
ABE	2022-02-28_half-yearly-report-and-accounts_fe357857-4a5b-46e2-b3df-1688ac188e24.pdf	945896dcfa6d5636c7af116b74eba6eab13ea1e9579ddf36824256ebf66f73d4	2635027	ABE/2022-02-28_half-yearly-report-and-accounts_fe357857-4a5b-46e2-b3df-1688ac188e24.pdf
ABE	2022-09-30_annual-report-to-shareholders_0414ebcc-8398-4948-b741-4716d66f1480.pdf	9b0caa2cb2b016b251e2cdd7978c9f9f36ce3bd7831b97247f41b9710f0375e9	4286479	ABE/2022-09-30_annual-report-to-shareholders_0414ebcc-8398-4948-b741-4716d66f1480.pdf
ABE	2022-09-30_annual-report-to-shareholders_e7052119-cd39-4a5a-9162-79ca36a48215.pdf	9b0caa2cb2b016b251e2cdd7978c9f9f36ce3bd7831b97247f41b9710f0375e9	4286479	ABE/2022-09-30_annual-report-to-shareholders_e7052119-cd39-4a5a-9162-79ca36a48215.pdf
ABV	2021-02-26_1h-fy21-abt-appendix-4d-and-half-year-report_2277f8a0-2e46-427b-a57a-d0facbf11a64.pdf	af4e4edc84449d589beeabdcc289e82f778274031561cfa9c33c7fbed42a31e1	751392	ABV/2021-02-26_1h-fy21-abt-appendix-4d-and-half-year-report_2277f8a0-2e46-427b-a57a-d0facbf11a64.pdf
ABV	2021-02-26_1h-fy21-abt-interim-results-announcement_2fb48010-9c30-492c-930b-38572e3384cf.pdf	8194df290dd6cd9f31d5fa53661eeccf8d0108f0b2fe0a174b10a181542de4a9	302209	ABV/2021-02-26_1h-fy21-abt-interim-results-announcement_2fb48010-9c30-492c-930b-38572e3384cf.pdf
ABV	2021-03-10_investor-update-1h21-half-year-results_65d39205-74fc-47b0-afa4-9776cceb1a22.pdf	582f1dafd331eda78fc934c4d665060f02dd38bdb5ede52898fc2d9e2a5536a8	3712931	ABV/2021-03-10_investor-update-1h21-half-year-results_65d39205-74fc-47b0-afa4-9776cceb1a22.pdf
ABV	2021-03-10_investor-update-1h21-half-year-results_6f3be788-69dd-4a12-86ef-09da2723b406.pdf	582f1dafd331eda78fc934c4d665060f02dd38bdb5ede52898fc2d9e2a5536a8	3712931	ABV/2021-03-10_investor-update-1h21-half-year-results_6f3be788-69dd-4a12-86ef-09da2723b406.pdf
ACF	2021-02-22_fy21-half-year-results-presentation_655ffc38-b8da-48c0-858e-ab5ef520eba3.pdf	381591e9003b4ae971877b42519f656c94c98f899253166f1a179edb92b2ee29	5445435	ACF/2021-02-22_fy21-half-year-results-presentation_655ffc38-b8da-48c0-858e-ab5ef520eba3.pdf
ACF	2021-02-22_fy21-half-year-results_c02dc73d-e1e5-41b3-beb9-5bdc90ae46c2.pdf	8a3bb07ea7aec4bc8b948be9cbf8ed200517be6cf8bfa6004af41756d8398bf7	141311	ACF/2021-02-22_fy21-half-year-results_c02dc73d-e1e5-41b3-beb9-5bdc90ae46c2.pdf
ACF	2021-02-22_half-yearly-report-and-accounts_f9528268-98e5-4d87-bb25-ed051a2440d5.pdf	c053e8ca716b7ad5c26d92b27b9cbffea6d733b5201a532ed503b69fad7ef477	687061	ACF/2021-02-22_half-yearly-report-and-accounts_f9528268-98e5-4d87-bb25-ed051a2440d5.pdf
ACF	2021-08-20_fy21-preliminary-results-conference-call-details_9116a4dd-e4b0-48c8-b371-8e63664090cf.pdf	49aa645d95c3a5254f51c47c3e244fe7c6b086e0540c2d286d2892e4d307f336	78582	ACF/2021-08-20_fy21-preliminary-results-conference-call-details_9116a4dd-e4b0-48c8-b371-8e63664090cf.pdf
ACL	2026-02-16_appendix-4d-and-1h26-financial-reports_a84fcc5a-5bf5-463c-8f4c-cc1b45187d07.pdf	2085522f2710925f891960d0e7205cce86733d7270bec73e41e40bcd6a4e50ff	1014854	ACL/2026-02-16_appendix-4d-and-1h26-financial-reports_a84fcc5a-5bf5-463c-8f4c-cc1b45187d07.pdf
ADC	2023-01-13_acdc-metals-financial-report-30-june-2022_40d67600-33dd-4b4f-a4c6-0bb57e42e92e.pdf	8a4392a43efe29016495ab158be438ef708aacc6d181aca5c0f7335c7f5ddc7a	320681	ADC/2023-01-13_acdc-metals-financial-report-30-june-2022_40d67600-33dd-4b4f-a4c6-0bb57e42e92e.pdf
ADC	2023-01-13_acdc-metals-financial-report-30-june-2022_e9664cf1-cf3d-4a69-bc63-34899daae645.pdf	8a4392a43efe29016495ab158be438ef708aacc6d181aca5c0f7335c7f5ddc7a	320681	ADC/2023-01-13_acdc-metals-financial-report-30-june-2022_e9664cf1-cf3d-4a69-bc63-34899daae645.pdf
ADC	2023-01-13_fish-hawk-resources-annual-report-30-june-2021_6fb2bcee-798b-4cf4-b066-27c84fa00d46.pdf	bdee5716e9451180f9421549299468221cd8e335e38873b77a4ebdf77b263cc4	1474459	ADC/2023-01-13_fish-hawk-resources-annual-report-30-june-2021_6fb2bcee-798b-4cf4-b066-27c84fa00d46.pdf
ADC	2023-01-13_fish-hawk-resources-annual-report-30-june-2021_d15fa83d-dce6-4fa1-a374-c721a9c01158.pdf	bdee5716e9451180f9421549299468221cd8e335e38873b77a4ebdf77b263cc4	1474459	ADC/2023-01-13_fish-hawk-resources-annual-report-30-june-2021_d15fa83d-dce6-4fa1-a374-c721a9c01158.pdf
ADD	2021-03-04_geochem-results-confirm-elevated-nickel-and-copper-targets_a5412473-23eb-4702-ac99-5d8ddda04633.pdf	f54f11052765dc4776bada6f8df90fd95c298b03c2b850dd0bb3f19036d03242	3739886	ADD/2021-03-04_geochem-results-confirm-elevated-nickel-and-copper-targets_a5412473-23eb-4702-ac99-5d8ddda04633.pdf
ADD	2021-03-04_geochem-results-confirm-elevated-nickel-and-copper-targets_cbbae1ed-2484-439c-9228-02b6a1923f97.pdf	f54f11052765dc4776bada6f8df90fd95c298b03c2b850dd0bb3f19036d03242	3739886	ADD/2021-03-04_geochem-results-confirm-elevated-nickel-and-copper-targets_cbbae1ed-2484-439c-9228-02b6a1923f97.pdf
ADD	2021-03-10_add-half-yearly-report-and-accounts_2ee773b3-d02d-4403-a0b6-7bc0e04a6cd3.pdf	ec632603b3693f5ed29a3da6bce8063afe3f421379a10f56410f0ba9461bde77	644346	ADD/2021-03-10_add-half-yearly-report-and-accounts_2ee773b3-d02d-4403-a0b6-7bc0e04a6cd3.pdf
ADD	2021-03-10_add-half-yearly-report-and-accounts_3f89d841-4775-402c-be4a-3df4fd3909b0.pdf	ec632603b3693f5ed29a3da6bce8063afe3f421379a10f56410f0ba9461bde77	644346	ADD/2021-03-10_add-half-yearly-report-and-accounts_3f89d841-4775-402c-be4a-3df4fd3909b0.pdf
ADH	2026-02-23_adh-1h-fy2026-appendix-4d-interim-financial-report_ca42a067-7ecb-44f6-9f80-235fbf1484ac.pdf	2a327c61dd3fd02b1e4d34b548a8043d9980f07d48097e814529781e2027571e	1809531	ADH/2026-02-23_adh-1h-fy2026-appendix-4d-interim-financial-report_ca42a067-7ecb-44f6-9f80-235fbf1484ac.pdf
ADH	2026-02-23_adh-1h-fy2026-results-announcement_d2f5c111-b6c2-4fe6-945a-3cb132cb9936.pdf	fe9a3d7b00696c9bd07e77ceb85571608d6b15d0926f82edc8c3fb8a0bc6db9e	417918	ADH/2026-02-23_adh-1h-fy2026-results-announcement_d2f5c111-b6c2-4fe6-945a-3cb132cb9936.pdf
ADH	2026-02-23_adh-1h-fy2026-results-presentation_06c23ed5-1e5a-4fa0-8f1d-0fe26d11f9e0.pdf	7d352a38aa5d23f2f96e1581c3f09dd01ad4182036855c5135bbdee818caf4b0	6692846	ADH/2026-02-23_adh-1h-fy2026-results-presentation_06c23ed5-1e5a-4fa0-8f1d-0fe26d11f9e0.pdf
ADO	2026-02-18_investor-webinar-and-half-yearly-results-timing_78af912a-5807-42ab-a25d-6f5cfa45d352.pdf	24d489f8da868f64ab71f5ea029d5a7a279e84ccad816d095bef3693783bc99a	208057	ADO/2026-02-18_investor-webinar-and-half-yearly-results-timing_78af912a-5807-42ab-a25d-6f5cfa45d352.pdf
ADO	2026-02-19_updated-investor-webinar-and-half-yearly-results-timing_e25440a3-4d9c-4a2a-9aed-ef02581944fc.pdf	05badf7eea0d536553a4a39679913eee2a2a01ad94ea070e295d4a0adf4a2b2d	209446	ADO/2026-02-19_updated-investor-webinar-and-half-yearly-results-timing_e25440a3-4d9c-4a2a-9aed-ef02581944fc.pdf
ADR	2021-02-26_half-yearly-report-and-accounts_fea972b7-66cd-495c-928b-2d515bc5bfc1.pdf	07f6d0fb9e1bb46e772712aa35e142c5c287170cee53aaf13206101e0915b46a	962467	ADR/2021-02-26_half-yearly-report-and-accounts_fea972b7-66cd-495c-928b-2d515bc5bfc1.pdf
ADR	2021-04-30_results-of-meeting_8e4d0d3f-fbfe-4dae-90f7-0e981dd32f72.pdf	f2a2661c8b9d9864a5ee311dc45ff60329ea3bda9a856054139649dc737e8182	285745	ADR/2021-04-30_results-of-meeting_8e4d0d3f-fbfe-4dae-90f7-0e981dd32f72.pdf
ADR	2021-04-30_results-of-meeting_e57545ab-93a2-4c34-9d8d-cdf99603b60d.pdf	f2a2661c8b9d9864a5ee311dc45ff60329ea3bda9a856054139649dc737e8182	285745	ADR/2021-04-30_results-of-meeting_e57545ab-93a2-4c34-9d8d-cdf99603b60d.pdf
ADR	2021-08-27_annual-report-to-shareholders_9ce773eb-99a6-4d7c-a5f5-2fff79276854.pdf	484ea5d96f7d267723ee29a3f56cc0689215ddca6623a1deac3509c30b2b74ac	6431529	ADR/2021-08-27_annual-report-to-shareholders_9ce773eb-99a6-4d7c-a5f5-2fff79276854.pdf
AEF	2021-02-24_aef-appendix-4d-half-yearly-report-and-accounts_6c3a4d90-e4f9-442d-8341-6767b69b9ca3.pdf	3a824a3e3b65368024f6fdf28c3642731eaddc21085df58cbd9fac040376782c	3876115	AEF/2021-02-24_aef-appendix-4d-half-yearly-report-and-accounts_6c3a4d90-e4f9-442d-8341-6767b69b9ca3.pdf
AEF	2021-02-24_aef-half-year-analyst-presentation_e3c6e5c7-b21e-4871-9860-0e7fdedda8ef.pdf	3d26ab5d70686dffcf3052cca15e6e3b8fed7971bf0b5e36526b971dffb686c1	832183	AEF/2021-02-24_aef-half-year-analyst-presentation_e3c6e5c7-b21e-4871-9860-0e7fdedda8ef.pdf
AEF	2021-02-24_aef-half-year-results-to-31-december-2020_20982fd3-6f92-4a60-bf1f-31c27b2cdca4.pdf	f8e7bea4b7eb088b6bb20e916888e2618efd47249fa5a1446de38f102b8dfee9	249326	AEF/2021-02-24_aef-half-year-results-to-31-december-2020_20982fd3-6f92-4a60-bf1f-31c27b2cdca4.pdf
AEF	2021-02-24_aef-half-year-shareholder-presentation_bd442d07-d02c-432d-8845-ea31fc4576d1.pdf	fd1db016baf9bd11603d07dc57300d977067326c10ddd3a8fd82f056c9fa473a	2244966	AEF/2021-02-24_aef-half-year-shareholder-presentation_bd442d07-d02c-432d-8845-ea31fc4576d1.pdf
AEG	2022-08-30_appendix-4e-and-annual-report_7f59fbda-7f32-4782-9963-cfe0012229ab.pdf	4d911de83dfcc5d6cdc00455d13081c05a4660780e039af4fe78df4658257c9c	1154630	AEG/2022-08-30_appendix-4e-and-annual-report_7f59fbda-7f32-4782-9963-cfe0012229ab.pdf
AEG	2022-08-30_appendix-4e-and-annual-report_f85fa827-6bb7-4548-85c8-59f9bc39bac3.pdf	4d911de83dfcc5d6cdc00455d13081c05a4660780e039af4fe78df4658257c9c	1154630	AEG/2022-08-30_appendix-4e-and-annual-report_f85fa827-6bb7-4548-85c8-59f9bc39bac3.pdf
AEG	2022-10-24_notice-of-annual-general-meeting-proxy-form_bb09b0a2-6bc8-4439-914f-e654813b34d8.pdf	bb0e397875fdbe8d63065875255dbc68462bebac608c4d614088dff19539292a	1196688	AEG/2022-10-24_notice-of-annual-general-meeting-proxy-form_bb09b0a2-6bc8-4439-914f-e654813b34d8.pdf
AEG	2022-10-24_notice-of-annual-general-meeting-proxy-form_e097d4c6-efb6-4836-b8b2-d7fd02297156.pdf	bb0e397875fdbe8d63065875255dbc68462bebac608c4d614088dff19539292a	1196688	AEG/2022-10-24_notice-of-annual-general-meeting-proxy-form_e097d4c6-efb6-4836-b8b2-d7fd02297156.pdf
AEL	2026-02-19_h1-fy26-results-webcast-details_b16e5b62-762e-4362-a787-31d95a0249b8.pdf	943e62cc783744c1e9ec97ada29d2918cde5d0329e93efad303c072415c12aaa	195657	AEL/2026-02-19_h1-fy26-results-webcast-details_b16e5b62-762e-4362-a787-31d95a0249b8.pdf
AFG	2026-02-18_afg-appendix-4d-and-fy26-half-year-financial-report_2b742003-a809-4386-92f5-044a37e75e73.pdf	97453a2fd4a5d84e30143be29337003609138c455a3042a21d5413f8223fa8d8	655300	AFG/2026-02-18_afg-appendix-4d-and-fy26-half-year-financial-report_2b742003-a809-4386-92f5-044a37e75e73.pdf
AFG	2026-02-18_afg-fy26-half-year-results-investor-presentation_2a116461-3352-443c-8572-9df85cd993ed.pdf	983e08cb402016c53b3e4a6c5c6e6b434c34ee189551cc7bc06a8bca342974e3	2248044	AFG/2026-02-18_afg-fy26-half-year-results-investor-presentation_2a116461-3352-443c-8572-9df85cd993ed.pdf
AFG	2026-02-18_afg-fy26-half-year-results-market-release_a48980cc-dea8-490c-99fe-69a8e7dfa78f.pdf	f0d650335f094e316c50b6d1c42eabe81cac85a14732504a8b901067b3dd59f0	245321	AFG/2026-02-18_afg-fy26-half-year-results-market-release_a48980cc-dea8-490c-99fe-69a8e7dfa78f.pdf
AFI	2021-02-22_half-year-review-to-31-december-2020_db49f8fb-2aa8-45a9-9ddf-c4c969a5e047.pdf	39a120cc78fd7ea8208310c563597143942a59a8e52dd805286f89933144952d	1879038	AFI/2021-02-22_half-year-review-to-31-december-2020_db49f8fb-2aa8-45a9-9ddf-c4c969a5e047.pdf
AFI	2021-07-07_invitation-to-results-webcast_6dcc2b89-0a0c-41b1-bb7a-a206b2b92b6e.pdf	51890fa62bb95e724ca2d23a45cd8e874e850c8e959a49c0287ad8c9e1470723	155921	AFI/2021-07-07_invitation-to-results-webcast_6dcc2b89-0a0c-41b1-bb7a-a206b2b92b6e.pdf
AFI	2021-07-07_invitation-to-results-webcast_ace55347-30b2-47b5-b47e-8a9affc3f49e.pdf	51890fa62bb95e724ca2d23a45cd8e874e850c8e959a49c0287ad8c9e1470723	155921	AFI/2021-07-07_invitation-to-results-webcast_ace55347-30b2-47b5-b47e-8a9affc3f49e.pdf
AFI	2021-07-26_preliminary-final-results_3b05a83a-3f37-4423-8add-ea0310f2b9f2.pdf	bc412233ea23c4872962ba2b87e3cb91373a6f8933d4c25e574858d95a2ba623	2806297	AFI/2021-07-26_preliminary-final-results_3b05a83a-3f37-4423-8add-ea0310f2b9f2.pdf
AGD	2021-02-26_appendix-4e-preliminary-final-report_f8d6e86f-231c-43d3-9b37-b92f4fb60b29.pdf	db6aee88f01668c69deaf257855bbc62d67dd4f354e8bee5cfbc9da9001e8802	856378	AGD/2021-02-26_appendix-4e-preliminary-final-report_f8d6e86f-231c-43d3-9b37-b92f4fb60b29.pdf
AGD	2021-03-17_annual-report-to-shareholders_30b0e16f-16a9-40b0-ae99-80bdac6f45a4.pdf	4024c81a54fcccabd9f813a3e6efda92bb8dc99f8e0dee13792d89225393ca94	4763036	AGD/2021-03-17_annual-report-to-shareholders_30b0e16f-16a9-40b0-ae99-80bdac6f45a4.pdf
AGD	2021-03-17_annual-report-to-shareholders_916e0721-93de-44aa-81ea-c35957c0fd9a.pdf	4024c81a54fcccabd9f813a3e6efda92bb8dc99f8e0dee13792d89225393ca94	4763036	AGD/2021-03-17_annual-report-to-shareholders_916e0721-93de-44aa-81ea-c35957c0fd9a.pdf
AGD	2021-04-23_notice-of-annual-general-meeting-and-proxy-form_8ca76d67-60e2-4c24-9c93-657424b942a3.pdf	fd6d1a5ef1c869c5a300b1f534ebcb39f9b27eae40f163aa5247f78fe1f4f8d2	711313	AGD/2021-04-23_notice-of-annual-general-meeting-and-proxy-form_8ca76d67-60e2-4c24-9c93-657424b942a3.pdf
AGE	2021-03-15_half-year-financial-report-31-december-2020_41382fed-9dcf-4ba5-b989-3bdc4b260d2a.pdf	85d1266e0b35bb86623e3c419b67dbb879f8cf5cad350f96a938fc3af05b6611	644369	AGE/2021-03-15_half-year-financial-report-31-december-2020_41382fed-9dcf-4ba5-b989-3bdc4b260d2a.pdf
AGE	2021-03-15_half-year-financial-report-31-december-2020_f14d32c6-9b1c-42bc-9508-c47c58b7d3ba.pdf	85d1266e0b35bb86623e3c419b67dbb879f8cf5cad350f96a938fc3af05b6611	644369	AGE/2021-03-15_half-year-financial-report-31-december-2020_f14d32c6-9b1c-42bc-9508-c47c58b7d3ba.pdf
AGE	2021-06-29_results-of-29-june-2021-egm_5d6d751c-8b7f-4f77-a791-25c128da0c20.pdf	d05c5e41624686f0d48f7e7dbc8bab15ab230119d7afeab7abf2aa9eaf8ba872	148902	AGE/2021-06-29_results-of-29-june-2021-egm_5d6d751c-8b7f-4f77-a791-25c128da0c20.pdf
AGE	2021-06-29_results-of-29-june-2021-egm_80e8488b-b911-48a1-a803-f4133392bade.pdf	d05c5e41624686f0d48f7e7dbc8bab15ab230119d7afeab7abf2aa9eaf8ba872	148902	AGE/2021-06-29_results-of-29-june-2021-egm_80e8488b-b911-48a1-a803-f4133392bade.pdf
AGL	2021-07-30_webcast-and-conference-call-details-for-fy21-results_705836ea-469c-4635-8d4a-47b847714899.pdf	90b0a456002a6cdb1914ba75a3f1aa8bcc346fd3127ea2e4205711382cf65d8f	56110	AGL/2021-07-30_webcast-and-conference-call-details-for-fy21-results_705836ea-469c-4635-8d4a-47b847714899.pdf
AGL	2021-07-30_webcast-and-conference-call-details-for-fy21-results_dd5690ca-2fd8-4309-a265-12c961eb28e5.pdf	90b0a456002a6cdb1914ba75a3f1aa8bcc346fd3127ea2e4205711382cf65d8f	56110	AGL/2021-07-30_webcast-and-conference-call-details-for-fy21-results_dd5690ca-2fd8-4309-a265-12c961eb28e5.pdf
AGL	2021-08-12_appendix-4e-and-2021-annual-report_7048b89a-6454-4a4b-a8d4-9a6cc7422928.pdf	6f35f088a78aba933743c8b0ea5327904e911737d6a9d366a59b518adf2e1099	6359272	AGL/2021-08-12_appendix-4e-and-2021-annual-report_7048b89a-6454-4a4b-a8d4-9a6cc7422928.pdf
AGL	2021-08-12_appendix-4e-and-2021-annual-report_f65ef46d-41ae-4c21-96f8-12b8c1de4df7.pdf	6f35f088a78aba933743c8b0ea5327904e911737d6a9d366a59b518adf2e1099	6359272	AGL/2021-08-12_appendix-4e-and-2021-annual-report_f65ef46d-41ae-4c21-96f8-12b8c1de4df7.pdf
AHC	2026-02-18_appendix-4d-and-1hfy26-accounts_56b4082f-6e83-4c99-9059-ee10f7816e76.pdf	831500d2b3b3b7ba864b2d3e392c380c07907568b116d74aab21fbcfe58e0a37	1014411	AHC/2026-02-18_appendix-4d-and-1hfy26-accounts_56b4082f-6e83-4c99-9059-ee10f7816e76.pdf
