epoch,iso_utc,phase,event,doc_id,port_open,health_ok,runtime_pids,slots_http_status,slots_snapshot,vram_used_mb,vram_free_mb,vram_critical,extraction_processes,health_state,slots_probe_state
1777871937.362489,2026-05-04T05:18:57.362489+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],,TimeoutError: timed out,16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,timeout
1777871942.550172,2026-05-04T05:19:02.550172+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871945.991269,2026-05-04T05:19:05.991269+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871948.357609,2026-05-04T05:19:08.357609+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871950.570807,2026-05-04T05:19:10.570807+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871952.937316,2026-05-04T05:19:12.937316+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871955.149172,2026-05-04T05:19:15.149172+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871957.42482,2026-05-04T05:19:17.424820+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":true,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""specu",16766,7810,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871959.696643,2026-05-04T05:19:19.696643+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871961.192291,2026-05-04T05:19:21.192291+00:00,cell_c_parallel2_two_doc_concurrent,after_child_end,rio_a_2023-12-31,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871961.364984,2026-05-04T05:19:21.364984+00:00,cell_c_parallel2_two_doc_concurrent,before_child_start,qbe_h_2025-06-30,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871961.904898,2026-05-04T05:19:21.904898+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871964.197606,2026-05-04T05:19:24.197606+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871966.507317,2026-05-04T05:19:26.507317+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871968.858222,2026-05-04T05:19:28.858222+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871971.219635,2026-05-04T05:19:31.219635+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871973.663917,2026-05-04T05:19:33.663917+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871976.081893,2026-05-04T05:19:36.081893+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
1777871978.501164,2026-05-04T05:19:38.501164+00:00,cell_c_parallel2_two_doc_concurrent,poll,,True,True,[1959487],200,"[{""id"":0,""n_ctx"":8192,""speculative"":false,""is_processing"":false,""id_task"":1394,""params"":{""seed"":4294967295,""temperature"":0.0,""dynatemp_range"":0.0,""dynatemp_exponent"":1.0,""top_k"":40,""top_p"":0.949999988079071,""min_p"":0.05000000074505806,""top_n_sigma"":-1.0,""xtc_probability"":0.0,""xtc_threshold"":0.10000000149011612,""typical_p"":1.0,""repeat_last_n"":64,""repeat_penalty"":1.0,""presence_penalty"":0.0,""frequency_penalty"":0.0,""dry_multiplier"":0.0,""dry_base"":1.75,""dry_allowed_length"":2,""dry_penalty_last_n"":8192,""mirostat"":0,""mirostat_tau"":5.0,""mirostat_eta"":0.10000000149011612,""max_tokens"":2048,""n_predict"":2048,""n_keep"":0,""n_discard"":0,""ignore_eos"":false,""stream"":false,""n_probs"":0,""min_keep"":0,""chat_format"":""peg-native"",""reasoning_format"":""deepseek"",""reasoning_in_content"":false,""thinking_forced_open"":false,""samplers"":[""penalties"",""dry"",""top_n_sigma"",""top_k"",""typ_p"",""top_p"",""min_p"",""xtc"",""temperature""],""speculative.n_max"":16,""speculative.n_min"":0,""speculative.p_min"":0.75,""speculative.type"":""none"",""spec",15073,9503,0,"[{""pid"": 1959487, ""port"": ""8002"", ""model"": ""qwen2.5-14b-instruct-q4_k_m.gguf"", ""vram_mb"": 12464, ""status"": ""AUTHORISED""}]",healthy,ok
